"agent","task","method","result","metric"
"A3C-FF","Star Gunner","A3C FF (1 day) hs",64393,"score"
"A3C-FF","Tennis","A3C FF (1 day) hs",-10.2,"score"
"A3C-FF","Time Pilot","A3C FF (1 day) hs",5825,"score"
"A3C-FF","Tutankham","A3C FF (1 day) hs",26.1,"score"
"A3C-FF","Up and Down","A3C FF (1 day) hs",54525.4,"score"
"A3C-FF","Venture","A3C FF (1 day) hs",19,"score"
"A3C-FF","Video Pinball","A3C FF (1 day) hs",185852.6,"score"
"A3C-FF","Wizard of Wor","A3C FF (1 day) hs",5278,"score"
"A3C-FF","Zaxxon","A3C FF (1 day) hs",2659,"score"
"A3C-FF","Phoenix","A3C FF (1 day) hs",28181.8,"score"
"A3C-FF","Pitfall!","A3C FF (1 day) hs",-123,"score"
"A3C-FF","Skiing","A3C FF (1 day) hs",-13700,"score"
"A3C-FF","Solaris","A3C FF (1 day) hs",1884.8,"score"
"A3C-FF","Yars Revenge","A3C FF (1 day) hs",7270.8,"score"
"A3C-FF","Defender","A3C FF (1 day) hs",36242.5,"score"
"A3C-FF","Surround","A3C FF (1 day) hs",-9.6,"score"
"A3C-FF","Alien","A3C FF hs",518.4,"score"
"A3C-FF","Amidar","A3C FF hs",263.9,"score"
"A3C-FF","Assault","A3C FF hs",5474.9,"score"
"A3C-FF","Asterix","A3C FF hs",22140.5,"score"
"A3C-FF","Asteroids","A3C FF hs",4474.5,"score"
"A3C-FF","Atlantis","A3C FF hs",911091,"score"
"A3C-FF","Bank Heist","A3C FF hs",970.1,"score"
"A3C-FF","Battle Zone","A3C FF hs",12950,"score"
"A3C-FF","Beam Rider","A3C FF hs",22707.9,"score"
"A3C-FF","Berzerk","A3C FF hs",817.9,"score"
"A3C-FF","Bowling","A3C FF hs",35.1,"score"
"A3C-FF","Boxing","A3C FF hs",59.8,"score"
"A3C-FF","Breakout","A3C FF hs",681.9,"score"
"A3C-FF","Centipede","A3C FF hs",3755.8,"score"
"A3C-FF","Chopper Command","A3C FF hs",7021,"score"
"A3C-FF","Crazy Climber","A3C FF hs",112646,"score"
"A3C-FF","Demon Attack","A3C FF hs",113308.4,"score"
"A3C-FF","Double Dunk","A3C FF hs",-0.1,"score"
"A3C-FF","Enduro","A3C FF hs",-82.5,"score"
"A3C-FF","Fishing Derby","A3C FF hs",18.8,"score"
"A3C-FF","Freeway","A3C FF hs",0.1,"score"
"A3C-FF","Frostbite","A3C FF hs",190.5,"score"
"A3C-FF","Gopher","A3C FF hs",10022.8,"score"
"A3C-FF","Gravitar","A3C FF hs",303.5,"score"
"A3C-FF","HERO","A3C FF hs",32464.1,"score"
"A3C-FF","Ice Hockey","A3C FF hs",-2.8,"score"
"A3C-FF","James Bond","A3C FF hs",541,"score"
"A3C-FF","Kangaroo","A3C FF hs",94,"score"
"A3C-FF","Krull","A3C FF hs",5560,"score"
"A3C-FF","Kung-Fu Master","A3C FF hs",28819,"score"
"A3C-FF","Montezuma Revenge","A3C FF hs",67,"score"
"A3C-FF","Ms. Pacman","A3C FF hs",653.7,"score"
"A3C-FF","Name This Game","A3C FF hs",10476.1,"score"
"A3C-FF","Pong","A3C FF hs",5.6,"score"
"A3C-FF","Private Eye","A3C FF hs",206.9,"score"
"A3C-FF","Q*Bert","A3C FF hs",15148.8,"score"
"A3C-FF","River Raid","A3C FF hs",12201.8,"score"
"A3C-FF","Road Runner","A3C FF hs",34216,"score"
"A3C-FF","Robotank","A3C FF hs",32.8,"score"
"A3C-FF","Seaquest","A3C FF hs",2355.4,"score"
"A3C-FF","Space Invaders","A3C FF hs",15730.5,"score"
"A3C-FF","Star Gunner","A3C FF hs",138218,"score"
"A3C-FF","Tennis","A3C FF hs",-6.3,"score"
"A3C-FF","Time Pilot","A3C FF hs",12679,"score"
"A3C-FF","Tutankham","A3C FF hs",156.3,"score"
"A3C-FF","Up and Down","A3C FF hs",74705.7,"score"
