"agent","task","method","result","metric"
"Double DQN-Pop-Art","Ms. Pacman","DDQN+Pop-Art noop",4963.8,"score"
"Double DQN-Pop-Art","Name This Game","DDQN+Pop-Art noop",15851.2,"score"
"Double DQN-Pop-Art","Pong","DDQN+Pop-Art noop",20.6,"score"
"Double DQN-Pop-Art","Private Eye","DDQN+Pop-Art noop",286.7,"score"
"Double DQN-Pop-Art","Q*Bert","DDQN+Pop-Art noop",5236.8,"score"
"Double DQN-Pop-Art","River Raid","DDQN+Pop-Art noop",12530.8,"score"
"Double DQN-Pop-Art","Road Runner","DDQN+Pop-Art noop",47770,"score"
"Double DQN-Pop-Art","Robotank","DDQN+Pop-Art noop",64.3,"score"
"Double DQN-Pop-Art","Seaquest","DDQN+Pop-Art noop",10932.3,"score"
"Double DQN-Pop-Art","Space Invaders","DDQN+Pop-Art noop",2589.7,"score"
"Double DQN-Pop-Art","Star Gunner","DDQN+Pop-Art noop",589,"score"
"Double DQN-Pop-Art","Tennis","DDQN+Pop-Art noop",12.1,"score"
"Double DQN-Pop-Art","Time Pilot","DDQN+Pop-Art noop",4870,"score"
"Double DQN-Pop-Art","Tutankham","DDQN+Pop-Art noop",183.9,"score"
"Double DQN-Pop-Art","Up and Down","DDQN+Pop-Art noop",22474.4,"score"
"Double DQN-Pop-Art","Venture","DDQN+Pop-Art noop",1172,"score"
"Double DQN-Pop-Art","Video Pinball","DDQN+Pop-Art noop",56287,"score"
"Double DQN-Pop-Art","Wizard of Wor","DDQN+Pop-Art noop",483,"score"
"Double DQN-Pop-Art","Zaxxon","DDQN+Pop-Art noop",14402,"score"
"Double DQN-Pop-Art","Phoenix","DDQN+Pop-Art noop",6202.5,"score"
"Double DQN-Pop-Art","Pitfall!","DDQN+Pop-Art noop",-2.6,"score"
"Double DQN-Pop-Art","Skiing","DDQN+Pop-Art noop",-13585.1,"score"
"Double DQN-Pop-Art","Solaris","DDQN+Pop-Art noop",4544.8,"score"
"Double DQN-Pop-Art","Yars Revenge","DDQN+Pop-Art noop",21409.5,"score"
"Double DQN-Pop-Art","Defender","DDQN+Pop-Art noop",11099,"score"
"Double DQN-Pop-Art","Surround","DDQN+Pop-Art noop",-2.5,"score"
"DQN-CTS","Freeway","DQN-CTS",31.7,"score"
"DQN-CTS","Gravitar","DQN-CTS",498.3,"score"
"DQN-CTS","Montezuma Revenge","DQN-CTS",3705.5,"score"
"DQN-CTS","Private Eye","DQN-CTS",8358.7,"score"
"DQN-CTS","Venture","DQN-CTS",82.2,"score"
"DQN-CTS","Pitfall!","DQN-CTS",0,"score"
"DQN-CTS","Solaris","DQN-CTS",2863.6,"score"
"DQN-PixelCNN","Freeway","DQN-PixelCNN",31.7,"score"
"DQN-PixelCNN","Gravitar","DQN-PixelCNN",859.1,"score"
"DQN-PixelCNN","Montezuma Revenge","DQN-PixelCNN",2514.3,"score"
"DQN-PixelCNN","Private Eye","DQN-PixelCNN",15806.5,"score"
"DQN-PixelCNN","Venture","DQN-PixelCNN",1356.25,"score"
"DQN-PixelCNN","Pitfall!","DQN-PixelCNN",0,"score"
"DQN-PixelCNN","Solaris","DQN-PixelCNN",5501.5,"score"
"DQN","Beam Rider","DQN best",5184,"score"
"DQN","Breakout","DQN best",225,"score"
"DQN","Enduro","DQN best",661,"score"
"DQN","Pong","DQN best",21,"score"
"DQN","Q*Bert","DQN best",4500,"score"
"DQN","Seaquest","DQN best",1740,"score"
"DQN","Space Invaders","DQN best",1075,"score"
"Double DQN","Alien","DQN hs",634,"score"
"Double DQN","Amidar","DQN hs",178.4,"score"
"Double DQN","Assault","DQN hs",3489.3,"score"
"Double DQN","Asterix","DQN hs",3170.5,"score"
"Double DQN","Asteroids","DQN hs",1458.7,"score"
"Double DQN","Atlantis","DQN hs",292491,"score"
"Double DQN","Bank Heist","DQN hs",312.7,"score"
"Double DQN","Battle Zone","DQN hs",23750,"score"
"Double DQN","Beam Rider","DQN hs",9743.2,"score"
"Double DQN","Berzerk","DQN hs",493.4,"score"
"Double DQN","Bowling","DQN hs",56.5,"score"
"Double DQN","Boxing","DQN hs",70.3,"score"
"Double DQN","Breakout","DQN hs",354.5,"score"
"Double DQN","Centipede","DQN hs",3973.9,"score"
"Double DQN","Chopper Command","DQN hs",5017,"score"
"Double DQN","Crazy Climber","DQN hs",98128,"score"
"Double DQN","Demon Attack","DQN hs",12550.7,"score"
"Double DQN","Double Dunk","DQN hs",-6,"score"
"Double DQN","Enduro","DQN hs",626.7,"score"
"Double DQN","Fishing Derby","DQN hs",-1.6,"score"
"Double DQN","Freeway","DQN hs",26.9,"score"
"Double DQN","Frostbite","DQN hs",496.1,"score"
"Double DQN","Gopher","DQN hs",8190.4,"score"
"Double DQN","Gravitar","DQN hs",298,"score"
"Double DQN","HERO","DQN hs",14992.9,"score"
"Double DQN","Ice Hockey","DQN hs",-1.6,"score"
"Double DQN","James Bond","DQN hs",697.5,"score"
"Double DQN","Kangaroo","DQN hs",4496,"score"
"Double DQN","Krull","DQN hs",6206,"score"
"Double DQN","Kung-Fu Master","DQN hs",20882,"score"
"Double DQN","Montezuma Revenge","DQN hs",47,"score"
"Double DQN","Ms. Pacman","DQN hs",1092.3,"score"
"Double DQN","Name This Game","DQN hs",6738.8,"score"
"Double DQN","Pong","DQN hs",18,"score"
"Double DQN","Private Eye","DQN hs",207.9,"score"
"Double DQN","Q*Bert","DQN hs",9271.5,"score"
"Double DQN","River Raid","DQN hs",4748.5,"score"
"Double DQN","Road Runner","DQN hs",35215,"score"
"Double DQN","Robotank","DQN hs",58.7,"score"
"Double DQN","Seaquest","DQN hs",4216.7,"score"
"Double DQN","Space Invaders","DQN hs",1293.8,"score"
"Double DQN","Star Gunner","DQN hs",52970,"score"
"Double DQN","Tennis","DQN hs",11.1,"score"
"Double DQN","Time Pilot","DQN hs",4786,"score"
"Double DQN","Tutankham","DQN hs",45.6,"score"
"Double DQN","Up and Down","DQN hs",8038.5,"score"
"Double DQN","Venture","DQN hs",136,"score"
"Double DQN","Video Pinball","DQN hs",154414.1,"score"
"Double DQN","Wizard of Wor","DQN hs",1609,"score"
"Double DQN","Zaxxon","DQN hs",4412,"score"
"Double DQN","Phoenix","DQN hs",7484.8,"score"
"Double DQN","Pitfall!","DQN hs",-113.2,"score"
"Double DQN","Skiing","DQN hs",-12142.1,"score"
"Double DQN","Solaris","DQN hs",1295.4,"score"
"Double DQN","Yars Revenge","DQN hs",4577.5,"score"
"Double DQN","Defender","DQN hs",15917.5,"score"
"Double DQN","Surround","DQN hs",-6,"score"
"Double DQN","Alien","DQN noop",1620,"score"
"Double DQN","Amidar","DQN noop",978,"score"
"Double DQN","Assault","DQN noop",4280.4,"score"
"Double DQN","Asterix","DQN noop",4359,"score"
"Double DQN","Asteroids","DQN noop",1364.5,"score"
"Double DQN","Atlantis","DQN noop",279987,"score"
"Double DQN","Bank Heist","DQN noop",455,"score"
"Double DQN","Battle Zone","DQN noop",29900,"score"
"Double DQN","Beam Rider","DQN noop",8627.5,"score"
"Double DQN","Berzerk","DQN noop",585.6,"score"
"Double DQN","Bowling","DQN noop",50.4,"score"
"Double DQN","Boxing","DQN noop",88,"score"
"Double DQN","Breakout","DQN noop",385.5,"score"
"Double DQN","Centipede","DQN noop",4657.7,"score"
"Double DQN","Chopper Command","DQN noop",6126,"score"
"Double DQN","Crazy Climber","DQN noop",110763,"score"
"Double DQN","Demon Attack","DQN noop",12149.4,"score"
"Double DQN","Double Dunk","DQN noop",-6.6,"score"
"Double DQN","Enduro","DQN noop",729,"score"
"Double DQN","Fishing Derby","DQN noop",-4.9,"score"
"Double DQN","Freeway","DQN noop",30.8,"score"
"Double DQN","Frostbite","DQN noop",797.4,"score"
"Double DQN","Gopher","DQN noop",8777.4,"score"
"Double DQN","Gravitar","DQN noop",473,"score"
"Double DQN","HERO","DQN noop",20437.8,"score"
"Double DQN","Ice Hockey","DQN noop",-1.9,"score"
"Double DQN","James Bond","DQN noop",768.5,"score"
"Double DQN","Kangaroo","DQN noop",7259,"score"
"Double DQN","Krull","DQN noop",8422.3,"score"
"Double DQN","Kung-Fu Master","DQN noop",26059,"score"
"Double DQN","Montezuma Revenge","DQN noop",0,"score"
"Double DQN","Ms. Pacman","DQN noop",3085.6,"score"
"Double DQN","Name This Game","DQN noop",8207.8,"score"
"Double DQN","Pong","DQN noop",19.5,"score"
"Double DQN","Private Eye","DQN noop",146.7,"score"
"Double DQN","Q*Bert","DQN noop",13117.3,"score"
"Double DQN","River Raid","DQN noop",7377.6,"score"
"Double DQN","Road Runner","DQN noop",39544,"score"
"Double DQN","Robotank","DQN noop",63.9,"score"
"Double DQN","Seaquest","DQN noop",5860.6,"score"
"Double DQN","Space Invaders","DQN noop",1692.3,"score"
"Double DQN","Star Gunner","DQN noop",54282,"score"
"Double DQN","Tennis","DQN noop",12.2,"score"
"Double DQN","Time Pilot","DQN noop",4870,"score"
"Double DQN","Tutankham","DQN noop",68.1,"score"
"Double DQN","Up and Down","DQN noop",9989.9,"score"
"Double DQN","Venture","DQN noop",163,"score"
"Double DQN","Video Pinball","DQN noop",196760.4,"score"
"Double DQN","Wizard of Wor","DQN noop",2704,"score"
"Double DQN","Zaxxon","DQN noop",5363,"score"
"Double DQN","Phoenix","DQN noop",8485.2,"score"
"Double DQN","Pitfall!","DQN noop",-286.1,"score"
"Double DQN","Skiing","DQN noop",-13062.3,"score"
"Double DQN","Solaris","DQN noop",3482.8,"score"
"Double DQN","Yars Revenge","DQN noop",18098.9,"score"
"Double DQN","Defender","DQN noop",23633,"score"
"Double DQN","Surround","DQN noop",-5.6,"score"
"Duel DQN","Alien","Duel hs",1486.5,"score"
"Duel DQN","Amidar","Duel hs",172.7,"score"
"Duel DQN","Assault","Duel hs",3994.8,"score"
"Duel DQN","Asterix","Duel hs",15840,"score"
"Duel DQN","Asteroids","Duel hs",2035.4,"score"
"Duel DQN","Atlantis","Duel hs",445360,"score"
"Duel DQN","Bank Heist","Duel hs",1129.3,"score"
"Duel DQN","Battle Zone","Duel hs",31320,"score"
"Duel DQN","Beam Rider","Duel hs",14591.3,"score"
"Duel DQN","Berzerk","Duel hs",910.6,"score"
"Duel DQN","Bowling","Duel hs",65.7,"score"
"Duel DQN","Boxing","Duel hs",77.3,"score"
"Duel DQN","Breakout","Duel hs",411.6,"score"
"Duel DQN","Centipede","Duel hs",4881,"score"
"Duel DQN","Chopper Command","Duel hs",3784,"score"
"Duel DQN","Crazy Climber","Duel hs",124566,"score"
"Duel DQN","Demon Attack","Duel hs",56322.8,"score"
"Duel DQN","Double Dunk","Duel hs",-0.8,"score"
"Duel DQN","Enduro","Duel hs",2077.4,"score"
"Duel DQN","Fishing Derby","Duel hs",-4.1,"score"
"Duel DQN","Freeway","Duel hs",0.2,"score"
"Duel DQN","Frostbite","Duel hs",2332.4,"score"
"Duel DQN","Gopher","Duel hs",20051.4,"score"
"Duel DQN","Gravitar","Duel hs",297,"score"
"Duel DQN","HERO","Duel hs",15207.9,"score"
"Duel DQN","Ice Hockey","Duel hs",-1.3,"score"
"Duel DQN","James Bond","Duel hs",835.5,"score"
"Duel DQN","Kangaroo","Duel hs",10334,"score"
"Duel DQN","Krull","Duel hs",8051.6,"score"
"Duel DQN","Kung-Fu Master","Duel hs",24288,"score"
"Duel DQN","Montezuma Revenge","Duel hs",22,"score"
"Duel DQN","Ms. Pacman","Duel hs",2250.6,"score"
"Duel DQN","Name This Game","Duel hs",11185.1,"score"
"Duel DQN","Pong","Duel hs",18.8,"score"
"Duel DQN","Private Eye","Duel hs",292.6,"score"
"Duel DQN","Q*Bert","Duel hs",14175.8,"score"
"Duel DQN","River Raid","Duel hs",16569.4,"score"
"Duel DQN","Road Runner","Duel hs",58549,"score"
"Duel DQN","Robotank","Duel hs",62,"score"
"Duel DQN","Seaquest","Duel hs",37361.6,"score"
"Duel DQN","Space Invaders","Duel hs",5993.1,"score"
"Duel DQN","Star Gunner","Duel hs",90804,"score"
"Duel DQN","Tennis","Duel hs",4.4,"score"
"Duel DQN","Time Pilot","Duel hs",6601,"score"
"Duel DQN","Tutankham","Duel hs",48,"score"
"Duel DQN","Up and Down","Duel hs",24759.2,"score"
"Duel DQN","Venture","Duel hs",200,"score"
"Duel DQN","Video Pinball","Duel hs",110976.2,"score"
"Duel DQN","Wizard of Wor","Duel hs",7054,"score"
"Duel DQN","Zaxxon","Duel hs",10164,"score"
"Duel DQN","Phoenix","Duel hs",20410.5,"score"
"Duel DQN","Pitfall!","Duel hs",-46.9,"score"
"Duel DQN","Skiing","Duel hs",-11928,"score"
"Duel DQN","Solaris","Duel hs",1768.4,"score"
"Duel DQN","Yars Revenge","Duel hs",25976.5,"score"
"Duel DQN","Defender","Duel hs",33996,"score"
"Duel DQN","Surround","Duel hs",4,"score"
"Duel DQN","Alien","Duel noop",4461.4,"score"
"Duel DQN","Amidar","Duel noop",2354.5,"score"
"Duel DQN","Assault","Duel noop",4621,"score"
"Duel DQN","Asterix","Duel noop",28188,"score"
"Duel DQN","Asteroids","Duel noop",2837.7,"score"
"Duel DQN","Atlantis","Duel noop",382572,"score"
"Duel DQN","Bank Heist","Duel noop",1611.9,"score"
"Duel DQN","Battle Zone","Duel noop",37150,"score"
"Duel DQN","Beam Rider","Duel noop",12164,"score"
"Duel DQN","Berzerk","Duel noop",1472.6,"score"
"Duel DQN","Bowling","Duel noop",65.5,"score"
"Duel DQN","Boxing","Duel noop",99.4,"score"
"Duel DQN","Breakout","Duel noop",345.3,"score"
"Duel DQN","Centipede","Duel noop",7561.4,"score"
"Duel DQN","Chopper Command","Duel noop",11215,"score"
"Duel DQN","Crazy Climber","Duel noop",143570,"score"
"Duel DQN","Demon Attack","Duel noop",60813.3,"score"
"Duel DQN","Double Dunk","Duel noop",0.1,"score"
"Duel DQN","Enduro","Duel noop",2258.2,"score"
"Duel DQN","Fishing Derby","Duel noop",46.4,"score"
"Duel DQN","Freeway","Duel noop",0,"score"
"Duel DQN","Frostbite","Duel noop",4672.8,"score"
"Duel DQN","Gopher","Duel noop",15718.4,"score"
"Duel DQN","Gravitar","Duel noop",588,"score"
"Duel DQN","HERO","Duel noop",20818.2,"score"
"Duel DQN","Ice Hockey","Duel noop",0.5,"score"
"Duel DQN","James Bond","Duel noop",1312.5,"score"
"Duel DQN","Kangaroo","Duel noop",14854,"score"
"Duel DQN","Krull","Duel noop",11451.9,"score"
"Duel DQN","Kung-Fu Master","Duel noop",34294,"score"
"Duel DQN","Montezuma Revenge","Duel noop",0,"score"
"Duel DQN","Ms. Pacman","Duel noop",6283.5,"score"
"Duel DQN","Name This Game","Duel noop",11971.1,"score"
"Duel DQN","Pong","Duel noop",21,"score"
"Duel DQN","Private Eye","Duel noop",103,"score"
"Duel DQN","Q*Bert","Duel noop",19220.3,"score"
"Duel DQN","River Raid","Duel noop",21162.6,"score"
"Duel DQN","Road Runner","Duel noop",69524,"score"
"Duel DQN","Robotank","Duel noop",65.3,"score"
"Duel DQN","Seaquest","Duel noop",50254.2,"score"
"Duel DQN","Space Invaders","Duel noop",6427.3,"score"
"Duel DQN","Star Gunner","Duel noop",89238,"score"
"Duel DQN","Tennis","Duel noop",5.1,"score"
"Duel DQN","Time Pilot","Duel noop",11666,"score"
"Duel DQN","Tutankham","Duel noop",211.4,"score"
"Duel DQN","Up and Down","Duel noop",44939.6,"score"
"Duel DQN","Venture","Duel noop",497,"score"
"Duel DQN","Video Pinball","Duel noop",98209.5,"score"
"Duel DQN","Wizard of Wor","Duel noop",7855,"score"
"Duel DQN","Zaxxon","Duel noop",12944,"score"
"Duel DQN","Phoenix","Duel noop",23092.2,"score"
"Duel DQN","Pitfall!","Duel noop",0,"score"
"Duel DQN","Skiing","Duel noop",-8857.4,"score"
"Duel DQN","Solaris","Duel noop",2250.8,"score"
"Duel DQN","Yars Revenge","Duel noop",49622.1,"score"
"Duel DQN","Defender","Duel noop",42214,"score"
"Duel DQN","Surround","Duel noop",4.4,"score"
"ES","Alien","ES FF (1 hour) noop",994,"score"
"ES","Amidar","ES FF (1 hour) noop",112,"score"
"ES","Assault","ES FF (1 hour) noop",1673.9,"score"
"ES","Asterix","ES FF (1 hour) noop",1440,"score"
"ES","Asteroids","ES FF (1 hour) noop",1562,"score"
"ES","Atlantis","ES FF (1 hour) noop",1267410,"score"
"ES","Bank Heist","ES FF (1 hour) noop",225,"score"
"ES","Battle Zone","ES FF (1 hour) noop",16600,"score"
"ES","Beam Rider","ES FF (1 hour) noop",744,"score"
"ES","Berzerk","ES FF (1 hour) noop",686,"score"
"ES","Bowling","ES FF (1 hour) noop",30,"score"
"ES","Boxing","ES FF (1 hour) noop",49.8,"score"
"ES","Breakout","ES FF (1 hour) noop",9.5,"score"
"ES","Centipede","ES FF (1 hour) noop",7783.9,"score"
"ES","Chopper Command","ES FF (1 hour) noop",3710,"score"
"ES","Crazy Climber","ES FF (1 hour) noop",26430,"score"
"ES","Demon Attack","ES FF (1 hour) noop",1166.5,"score"
"ES","Double Dunk","ES FF (1 hour) noop",0.2,"score"
"ES","Enduro","ES FF (1 hour) noop",95,"score"
"ES","Fishing Derby","ES FF (1 hour) noop",-49,"score"
"ES","Freeway","ES FF (1 hour) noop",31,"score"
"ES","Frostbite","ES FF (1 hour) noop",370,"score"
"ES","Gopher","ES FF (1 hour) noop",582,"score"
"ES","Gravitar","ES FF (1 hour) noop",805,"score"
"ES","Ice Hockey","ES FF (1 hour) noop",-4.1,"score"
"ES","Kangaroo","ES FF (1 hour) noop",11200,"score"
"ES","Krull","ES FF (1 hour) noop",8647.2,"score"
"ES","Montezuma Revenge","ES FF (1 hour) noop",0,"score"
"ES","Name This Game","ES FF (1 hour) noop",4503,"score"
"ES","Pong","ES FF (1 hour) noop",21,"score"
"ES","Private Eye","ES FF (1 hour) noop",100,"score"
"ES","Q*Bert","ES FF (1 hour) noop",147.5,"score"
"ES","River Raid","ES FF (1 hour) noop",5009,"score"
"ES","Road Runner","ES FF (1 hour) noop",16590,"score"
"ES","Robotank","ES FF (1 hour) noop",11.9,"score"
"ES","Seaquest","ES FF (1 hour) noop",1390,"score"
"ES","Space Invaders","ES FF (1 hour) noop",678.5,"score"
"ES","Star Gunner","ES FF (1 hour) noop",1470,"score"
"ES","Tennis","ES FF (1 hour) noop",-4.5,"score"
"ES","Time Pilot","ES FF (1 hour) noop",4970,"score"
"ES","Tutankham","ES FF (1 hour) noop",130.3,"score"
"ES","Up and Down","ES FF (1 hour) noop",67974,"score"
"ES","Venture","ES FF (1 hour) noop",760,"score"
"ES","Video Pinball","ES FF (1 hour) noop",22834.8,"score"
"ES","Wizard of Wor","ES FF (1 hour) noop",3480,"score"
"ES","Zaxxon","ES FF (1 hour) noop",6380,"score"
"ES","Phoenix","ES FF (1 hour) noop",4041,"score"
"ES","Pitfall!","ES FF (1 hour) noop",0,"score"
"ES","Skiing","ES FF (1 hour) noop",-15442.5,"score"
"ES","Solaris","ES FF (1 hour) noop",2090,"score"
"ES","Yars Revenge","ES FF (1 hour) noop",16401.7,"score"
"Gorilla","Alien","Gorila",813.5,"score"
"Gorilla","Amidar","Gorila",189.2,"score"
"Gorilla","Assault","Gorila",1195.8,"score"
"Gorilla","Asterix","Gorila",3324.7,"score"
"Gorilla","Asteroids","Gorila",933.6,"score"
"Gorilla","Atlantis","Gorila",629166.5,"score"
"Gorilla","Bank Heist","Gorila",399.4,"score"
"Gorilla","Battle Zone","Gorila",19938,"score"
"Gorilla","Beam Rider","Gorila",3822.1,"score"
"Gorilla","Bowling","Gorila",54,"score"
"Gorilla","Boxing","Gorila",74.2,"score"
"Gorilla","Breakout","Gorila",313,"score"
"Gorilla","Centipede","Gorila",6296.9,"score"
"Gorilla","Chopper Command","Gorila",3191.8,"score"
"Gorilla","Crazy Climber","Gorila",65451,"score"
"Gorilla","Demon Attack","Gorila",14880.1,"score"
"Gorilla","Double Dunk","Gorila",-11.3,"score"
"Gorilla","Enduro","Gorila",71,"score"
"Gorilla","Fishing Derby","Gorila",4.6,"score"
"Gorilla","Freeway","Gorila",10.2,"score"
"Gorilla","Frostbite","Gorila",426.6,"score"
"Gorilla","Gopher","Gorila",4373,"score"
"Gorilla","Gravitar","Gorila",538.4,"score"
"Gorilla","HERO","Gorila",8963.4,"score"
"Gorilla","Ice Hockey","Gorila",-1.7,"score"
"Gorilla","James Bond","Gorila",444,"score"
"Gorilla","Kangaroo","Gorila",1431,"score"
"Gorilla","Krull","Gorila",6363.1,"score"
"Gorilla","Kung-Fu Master","Gorila",20620,"score"
"Gorilla","Montezuma Revenge","Gorila",84,"score"
"Gorilla","Ms. Pacman","Gorila",1263,"score"
"Gorilla","Name This Game","Gorila",9238.5,"score"
"Gorilla","Pong","Gorila",16.7,"score"
"Gorilla","Private Eye","Gorila",2598.6,"score"
"Gorilla","Q*Bert","Gorila",7089.8,"score"
"Gorilla","River Raid","Gorila",5310.3,"score"
"Gorilla","Road Runner","Gorila",43079.8,"score"
"Gorilla","Robotank","Gorila",61.8,"score"
"Gorilla","Seaquest","Gorila",10145.9,"score"
"Gorilla","Space Invaders","Gorila",1183.3,"score"
"Gorilla","Star Gunner","Gorila",14919.2,"score"
"Gorilla","Tennis","Gorila",-0.7,"score"
"Gorilla","Time Pilot","Gorila",8267.8,"score"
"Gorilla","Tutankham","Gorila",118.5,"score"
"Gorilla","Up and Down","Gorila",8747.7,"score"
"Gorilla","Venture","Gorila",523.4,"score"
"Gorilla","Video Pinball","Gorila",112093.4,"score"
"Gorilla","Wizard of Wor","Gorila",10431,"score"
"Gorilla","Zaxxon","Gorila",6159.4,"score"
"DQN-Nature","Alien","Nature DQN",3069,"score"
"DQN-Nature","Amidar","Nature DQN",739.5,"score"
"DQN-Nature","Assault","Nature DQN",3359,"score"
"DQN-Nature","Asterix","Nature DQN",6012,"score"
"DQN-Nature","Asteroids","Nature DQN",1629,"score"
"DQN-Nature","Atlantis","Nature DQN",85641,"score"
"DQN-Nature","Bank Heist","Nature DQN",429.7,"score"
"DQN-Nature","Battle Zone","Nature DQN",26300,"score"
"DQN-Nature","Beam Rider","Nature DQN",6846,"score"
"DQN-Nature","Bowling","Nature DQN",42.4,"score"
"DQN-Nature","Boxing","Nature DQN",71.8,"score"
"DQN-Nature","Breakout","Nature DQN",401.2,"score"
"DQN-Nature","Centipede","Nature DQN",8309,"score"
"DQN-Nature","Chopper Command","Nature DQN",6687,"score"
"DQN-Nature","Crazy Climber","Nature DQN",114103,"score"
"DQN-Nature","Demon Attack","Nature DQN",9711,"score"
"DQN-Nature","Double Dunk","Nature DQN",-18.1,"score"
"DQN-Nature","Enduro","Nature DQN",301.8,"score"
"DQN-Nature","Fishing Derby","Nature DQN",-0.8,"score"
"DQN-Nature","Freeway","Nature DQN",30.3,"score"
"DQN-Nature","Frostbite","Nature DQN",328.3,"score"
"DQN-Nature","Gopher","Nature DQN",8520,"score"
"DQN-Nature","Gravitar","Nature DQN",306.7,"score"
"DQN-Nature","HERO","Nature DQN",19950,"score"
"DQN-Nature","Ice Hockey","Nature DQN",-1.6,"score"
"DQN-Nature","James Bond","Nature DQN",576.7,"score"
"DQN-Nature","Kangaroo","Nature DQN",6740,"score"
"DQN-Nature","Krull","Nature DQN",3805,"score"
"DQN-Nature","Kung-Fu Master","Nature DQN",23270,"score"
"DQN-Nature","Montezuma Revenge","Nature DQN",0,"score"
"DQN-Nature","Ms. Pacman","Nature DQN",2311,"score"
"DQN-Nature","Name This Game","Nature DQN",7257,"score"
"DQN-Nature","Pong","Nature DQN",18.9,"score"
"DQN-Nature","Private Eye","Nature DQN",1788,"score"
"DQN-Nature","Q*Bert","Nature DQN",10596,"score"
"DQN-Nature","River Raid","Nature DQN",8316,"score"
"DQN-Nature","Road Runner","Nature DQN",18257,"score"
"DQN-Nature","Robotank","Nature DQN",51.6,"score"
"DQN-Nature","Seaquest","Nature DQN",5286,"score"
"DQN-Nature","Space Invaders","Nature DQN",1976,"score"
"DQN-Nature","Star Gunner","Nature DQN",57997,"score"
"DQN-Nature","Tennis","Nature DQN",-2.5,"score"
"DQN-Nature","Time Pilot","Nature DQN",5947,"score"
"DQN-Nature","Tutankham","Nature DQN",186.7,"score"
"DQN-Nature","Up and Down","Nature DQN",8456,"score"
"DQN-Nature","Venture","Nature DQN",380,"score"
"DQN-Nature","Video Pinball","Nature DQN",42684,"score"
"DQN-Nature","Wizard of Wor","Nature DQN",3393,"score"
"DQN-Nature","Zaxxon","Nature DQN",4977,"score"
"Prior DQN","Alien","Prior hs",1334.7,"score"
"Prior DQN","Amidar","Prior hs",129.1,"score"
"Prior DQN","Assault","Prior hs",6548.9,"score"
"Prior DQN","Asterix","Prior hs",22484.5,"score"
"Prior DQN","Asteroids","Prior hs",1745.1,"score"
"Prior DQN","Atlantis","Prior hs",330647,"score"
"Prior DQN","Bank Heist","Prior hs",876.6,"score"
"Prior DQN","Battle Zone","Prior hs",25520,"score"
"Prior DQN","Beam Rider","Prior hs",31181.3,"score"
"Prior DQN","Berzerk","Prior hs",865.9,"score"
"Prior DQN","Bowling","Prior hs",52,"score"
"Prior DQN","Boxing","Prior hs",72.3,"score"
"Prior DQN","Breakout","Prior hs",343,"score"
"Prior DQN","Centipede","Prior hs",3489.1,"score"
"Prior DQN","Chopper Command","Prior hs",4635,"score"
"Prior DQN","Crazy Climber","Prior hs",127512,"score"
"Prior DQN","Demon Attack","Prior hs",61277.5,"score"
"Prior DQN","Double Dunk","Prior hs",16,"score"
"Prior DQN","Enduro","Prior hs",1831,"score"
"Prior DQN","Fishing Derby","Prior hs",9.8,"score"
"Prior DQN","Freeway","Prior hs",28.9,"score"
"Prior DQN","Frostbite","Prior hs",3510,"score"
"Prior DQN","Gopher","Prior hs",34858.8,"score"
"Prior DQN","Gravitar","Prior hs",269.5,"score"
"Prior DQN","HERO","Prior hs",20889.9,"score"
"Prior DQN","Ice Hockey","Prior hs",-0.2,"score"
"Prior DQN","James Bond","Prior hs",3961,"score"
"Prior DQN","Kangaroo","Prior hs",12185,"score"
"Prior DQN","Krull","Prior hs",6872.8,"score"
"Prior DQN","Kung-Fu Master","Prior hs",31676,"score"
"Prior DQN","Montezuma Revenge","Prior hs",51,"score"
"Prior DQN","Ms. Pacman","Prior hs",1865.9,"score"
"Prior DQN","Name This Game","Prior hs",10497.6,"score"
"Prior DQN","Pong","Prior hs",18.9,"score"
"Prior DQN","Private Eye","Prior hs",670.7,"score"
"Prior DQN","Q*Bert","Prior hs",9944,"score"
"Prior DQN","River Raid","Prior hs",11807.2,"score"
"Prior DQN","Road Runner","Prior hs",52264,"score"
"Prior DQN","Robotank","Prior hs",56.2,"score"
"Prior DQN","Seaquest","Prior hs",25463.7,"score"
"Prior DQN","Space Invaders","Prior hs",3912.1,"score"
"Prior DQN","Star Gunner","Prior hs",61582,"score"
"Prior DQN","Tennis","Prior hs",-5.3,"score"
"Prior DQN","Time Pilot","Prior hs",5963,"score"
"Prior DQN","Tutankham","Prior hs",56.9,"score"
"Prior DQN","Up and Down","Prior hs",12157.4,"score"
"Prior DQN","Venture","Prior hs",94,"score"
"Prior DQN","Video Pinball","Prior hs",295972.8,"score"
"Prior DQN","Wizard of Wor","Prior hs",5727,"score"
"Prior DQN","Zaxxon","Prior hs",9474,"score"
"Prior DQN","Phoenix","Prior hs",16903.6,"score"
"Prior DQN","Pitfall!","Prior hs",-427,"score"
"Prior DQN","Skiing","Prior hs",-10169.1,"score"
"Prior DQN","Solaris","Prior hs",2272.8,"score"
"Prior DQN","Yars Revenge","Prior hs",4687.4,"score"
"Prior DQN","Defender","Prior hs",23666.5,"score"
"Prior DQN","Surround","Prior hs",5.9,"score"
"Prior DQN","Alien","Prior noop",4203.8,"score"
"Prior DQN","Amidar","Prior noop",1838.9,"score"
